datetime,sensor_id,power_avg_kw,meter_name
2026-08-02 05:15:00,12,305.261333333,parking_phase1_pv
2026-08-02 05:00:00,12,298.553777778,parking_phase1_pv
2026-08-02 04:45:00,12,249.254577778,parking_phase1_pv
2026-08-02 04:30:00,12,126.932782222,parking_phase1_pv
2026-08-02 04:15:00,12,97.810186667,parking_phase1_pv
2026-08-02 04:00:00,12,73.047511111,parking_phase1_pv
2026-08-02 03:45:00,12,71.398782222,parking_phase1_pv
2026-08-02 03:30:00,12,35.672911111,parking_phase1_pv
2026-08-02 03:15:00,12,9.314995556,parking_phase1_pv
2026-08-02 03:00:00,12,1.634044444,parking_phase1_pv
2026-08-02 02:45:00,12,0.6,parking_phase1_pv
2026-08-02 02:30:00,12,0.61857,parking_phase1_pv
2026-08-02 02:15:00,12,0.615927778,parking_phase1_pv
2026-08-02 02:00:00,12,0.620162222,parking_phase1_pv
2026-08-02 01:45:00,12,0.626841111,parking_phase1_pv
2026-08-02 01:30:00,12,0.625456667,parking_phase1_pv
2026-08-02 01:15:00,12,0.626522222,parking_phase1_pv
2026-08-02 01:00:00,12,0.623888889,parking_phase1_pv
2026-08-02 00:45:00,12,0.622546667,parking_phase1_pv
2026-08-02 00:30:00,12,0.607502222,parking_phase1_pv
2026-08-02 00:15:00,12,0.608407778,parking_phase1_pv
2026-08-02 00:00:00,12,0.621048889,parking_phase1_pv
2026-08-01 23:45:00,12,0.627871111,parking_phase1_pv
2026-08-01 23:30:00,12,0.634097778,parking_phase1_pv
2026-08-01 23:15:00,12,0.633716667,parking_phase1_pv
2026-08-01 23:00:00,12,0.639202222,parking_phase1_pv
2026-08-01 22:45:00,12,0.645737778,parking_phase1_pv
2026-08-01 22:30:00,12,0.641505556,parking_phase1_pv
2026-08-01 22:15:00,12,0.65779,parking_phase1_pv
2026-08-01 22:00:00,12,0.66922,parking_phase1_pv
2026-08-01 21:45:00,12,0.678523333,parking_phase1_pv
2026-08-01 21:30:00,12,0.673657778,parking_phase1_pv
2026-08-01 21:15:00,12,0.674428889,parking_phase1_pv
2026-08-01 21:00:00,12,0.67394,parking_phase1_pv
