"Date & Time","Usage [kW]","Generation [kW]","L1 Voltage [V]","L2 Voltage [V]","L3 Voltage [V]","CT1 Amperage [A]","CT2 Amperage [A]","CT3 Amperage [A]","Panel 4A [kW]","Panel 4A* [kVA]","Panel 4A Power Factor []","Panel 4G [kW]","PACU-1 [kW]","PACU-2 [kW]","CT4L1 [kW]","CT5L2 [kW]","CT6L3 [kW]","SOLAR [kW]"
2026-07-29 05:18:00,59.966901111,-0.559814444,274.149014132,274.421144145,274.425338590,0.876378931,3.945599076,3.224440153,-0.932676667,2.207897778,0.424818909,1.759338889,31.400260000,27.739978889,-2.368821111,-6.598645556,0.009500000,0.559814444
2026-07-29 05:03:00,45.716500000,-0.558885556,274.569946375,274.903019724,274.871534167,0.877746708,3.933031298,3.258834599,-0.935048889,2.217967778,0.423752242,1.664612222,11.728282222,33.258654444,-2.435046667,-6.601272222,0.049712222,0.558885556
2026-07-29 04:48:00,70.434678889,-0.582036667,274.976491950,275.272087519,275.207631961,0.882534486,3.917296853,3.249443488,-0.934638889,2.215272222,0.424355576,1.815772222,36.310827778,33.242717778,-2.339252222,-6.597723333,-0.013715556,0.582036667
2026-07-29 04:33:00,35.988070000,-0.561550000,275.653805315,276.070120890,275.981118664,0.886091153,3.933807965,3.247327932,-0.944682222,2.226450000,0.426785576,1.641494444,5.060504444,30.230753333,-2.461820000,-6.601933333,0.067576667,0.561550000
2026-07-29 04:18:00,69.490935556,-0.571096667,275.481774196,275.880693104,275.821208656,0.876682264,3.964239077,3.222124597,-0.945440000,2.223893333,0.427431131,1.825120000,38.291135556,30.320120000,-2.345470000,-6.596691111,-0.012962222,0.571096667
2026-07-29 04:03:00,44.731052222,-0.569344444,275.985061997,276.298463123,276.290714234,0.892184487,3.972453522,3.268473489,-0.949556667,2.246874444,0.425165576,1.676647778,10.723286667,33.280674444,-2.444153333,-6.599922222,0.053095556,0.569344444
2026-07-29 03:48:00,55.573263333,-0.574784444,275.829343101,276.131473116,276.138507560,0.882954486,3.951080188,3.251677932,-0.945737778,2.232484444,0.425916687,1.771304444,28.077601111,26.670095556,-2.382506667,-6.597337778,0.014344444,0.574784444
2026-07-29 03:33:00,54.271862222,-0.575831111,275.942966440,276.247480899,276.266666455,0.877351153,3.982372411,3.237257932,-0.946553333,2.236548889,0.425736687,1.756292222,26.702868889,26.759254444,-2.393693333,-6.597647778,0.020752222,0.575831111
2026-07-29 03:18:00,40.559574444,-0.568584444,276.025577555,276.445092019,276.347878681,0.896758931,3.994273523,3.267060155,-0.947444444,2.254555556,0.422691131,1.685344444,12.994870000,26.826804444,-2.440926667,-6.599283333,0.052053333,0.568584444
2026-07-29 03:03:00,65.357180000,-0.576310000,275.574093089,275.964813108,275.920465328,0.896972265,3.974963522,3.261319044,-0.943886667,2.243991111,0.423258909,1.832745556,37.619772222,26.848548889,-2.339892222,-6.595171111,-0.011352222,0.576310000
2026-07-29 02:48:00,31.722457778,-0.567417778,276.143340894,276.539100913,276.503946467,0.892845598,3.985570189,3.264300155,-0.949901111,2.251313333,0.424115576,1.652411111,4.179945556,26.840002222,-2.457498889,-6.600102222,0.072568889,0.567417778
2026-07-29 02:33:00,67.673277778,-0.577024444,275.560675311,275.884998659,275.908214216,0.879974486,3.975827967,3.223440153,-0.943568889,2.228728889,0.425998909,1.838412222,39.919887778,26.858546667,-2.338600000,-6.595275556,-0.014832222,0.577024444
2026-07-29 02:18:00,36.861244444,-0.568060000,275.886761993,276.250604232,276.244120899,0.896317820,3.980313522,3.256003488,-0.947217778,2.246306667,0.423978909,1.682418889,9.236190000,26.889853333,-2.433221111,-6.599821111,0.057984444,0.568060000
2026-07-29 02:03:00,59.702878889,-0.575108889,275.533787532,275.915510883,275.859979769,0.883594486,3.967490188,3.237940154,-0.945618889,2.231372222,0.426182242,1.792820000,31.997730000,26.857947778,-2.368030000,-6.596664444,0.003480000,0.575108889
2026-07-29 01:48:00,44.827247778,-0.570072222,275.756475320,276.055870890,276.004386443,0.882721153,3.996887968,3.244445710,-0.946511111,2.242278889,0.424441131,1.711478889,17.166208889,26.896071111,-2.416527778,-6.598966667,0.040342222,0.570072222
2026-07-29 01:33:00,49.184588889,-0.571005556,275.672728649,275.909545327,275.876011992,0.884884486,3.969930189,3.251522377,-0.944078889,2.236303333,0.424531131,1.715088889,21.494957778,26.918621111,-2.421936667,-6.597922222,0.031077778,0.571005556
2026-07-29 01:18:00,58.735911111,-0.573170000,275.426653082,275.663108649,275.675760872,0.877023375,3.999084634,3.231792376,-0.942868889,2.234892222,0.424434465,1.774052222,31.008472222,26.896255556,-2.376283333,-6.596377778,0.005621111,0.573170000
2026-07-29 01:03:00,36.148565556,-0.566838889,275.632420870,275.896123104,275.922473106,0.871767819,3.959182410,3.265561266,-0.946730000,2.233664444,0.426064465,1.657977778,8.508372222,26.928945556,-2.449655556,-6.599192222,0.060670000,0.566838889
2026-07-29 00:48:00,67.086603333,-0.573973333,275.074831954,275.322664188,275.351356412,0.876846708,3.963353522,3.230806820,-0.944177778,2.221997778,0.427388909,1.808941111,39.274211111,26.947628889,-2.360367778,-6.595257778,-0.011866667,0.573973333
2026-07-29 00:33:00,31.571293333,-0.564001111,275.348523078,275.561243088,275.609831980,0.872738930,3.981679078,3.283982378,-0.944737778,2.242603333,0.423613353,1.657646667,4.003490000,26.854894444,-2.438755556,-6.600721111,0.070155556,0.564001111
2026-07-29 00:18:00,67.990353333,-0.577638889,275.587380867,275.769100876,275.809303100,0.885023375,4.023254636,3.286379045,-0.938675556,2.259870000,0.417834464,1.845607778,40.195146667,26.888274444,-2.336814444,-6.595925556,-0.015646667,0.577638889
2026-07-29 00:03:00,34.594621111,-0.570645556,277.066874271,277.382285397,277.235050946,0.890987820,4.083991305,3.344507937,-0.945185556,2.306906667,0.412143353,1.730014444,6.828253333,26.981538889,-2.416352222,-6.601134444,0.064734444,0.570645556
2026-07-28 23:48:00,60.701727778,-0.578128889,276.365747571,276.648052029,276.557496469,0.906363376,4.091756861,3.337804603,-0.942941111,2.305553333,0.411446686,1.857675556,32.805574444,26.981418889,-2.335782222,-6.597987778,0.001135556,0.578128889
2026-07-28 23:33:00,42.836024444,-0.570843333,276.170878673,276.508084245,276.349580904,0.900302265,4.105539084,3.339769048,-0.943995556,2.306791111,0.411683353,1.755003333,15.029298889,26.995717778,-2.403542222,-6.600838889,0.044574444,0.570843333
2026-07-28 23:18:00,57.739442222,-0.574307778,275.656281982,275.904800883,275.875978659,0.892606709,4.100791306,3.324793491,-0.941924444,2.294718889,0.412957797,1.841554444,29.907398889,26.932413333,-2.338078889,-6.598696667,0.009158889,0.574307778
2026-07-28 23:03:00,39.469707778,-0.568821111,277.201210944,277.466713179,277.337963173,0.895815598,4.065352415,3.372699049,-0.947728889,2.311768889,0.412578908,1.713645556,11.718410000,26.985381111,-2.448020000,-6.601248889,0.073194444,0.568821111
2026-07-28 22:48:00,66.073517778,-0.574280000,277.246723169,277.504943181,277.422409844,0.898181154,4.100140195,3.364044604,-0.946504444,2.320085556,0.410263353,1.834072222,33.206890000,31.979060000,-2.368706667,-6.597928889,0.026714444,0.574280000
2026-07-28 22:33:00,49.479898889,-0.566375556,277.049695381,277.298092060,277.182920943,0.903447821,4.110136862,3.355034604,-0.947726667,2.319985556,0.410894464,1.747094444,17.865943333,30.814587778,-2.417886667,-6.599708889,0.067132222,0.566375556
2026-07-28 22:18:00,46.158405556,-0.565813333,276.824837593,277.114824273,276.914302042,0.883248931,4.087271305,3.349884604,-0.946350000,2.304787778,0.413172242,1.741412222,18.308766667,27.054576667,-2.422741111,-6.599517778,0.069097778,0.565813333
2026-07-28 22:03:00,59.849692222,-0.566857778,276.304623124,276.526580912,276.379027572,0.884033375,4.025411302,3.278206822,-0.950183333,2.263445556,0.422543353,1.792664444,31.944402222,27.062808889,-2.402326667,-6.619894444,0.009888889,0.566857778
2026-07-28 21:48:00,42.469133333,-0.568576667,277.491719847,277.703042079,277.519910959,0.886470042,4.074375749,3.310945713,-0.955365556,2.296318889,0.418476687,1.600876667,14.801251111,27.022371111,-2.651090000,-6.846290000,-0.209543333,0.568576667
2026-07-28 21:33:00,65.335035556,-0.572663333,276.709172032,276.936468709,276.780123146,0.886450042,3.999506857,3.257530155,-0.949677778,2.254522222,0.423798909,1.773480000,34.766451111,29.744782222,-2.572668889,-6.959814444,-0.247413333,0.572663333
2026-07-28 21:18:00,38.525952222,-0.563037778,276.888180929,277.093536495,276.967860933,0.894292265,4.004767968,3.275767933,-0.954267778,2.264601111,0.423946687,1.693945556,8.529244444,29.257030000,-2.661292222,-7.067160000,-0.176965556,0.563037778
2026-07-28 21:03:00,71.356297778,-0.570688889,276.205610897,276.318595347,276.262704233,0.893711154,4.016132413,3.260380155,-0.948914444,2.257306667,0.423047798,1.864725556,40.493870000,29.946616667,-2.549476667,-7.062018889,-0.256945556,0.570688889
2026-07-28 20:48:00,34.330330000,-0.558861111,276.472633132,276.668937586,276.632164250,0.882083375,3.968531300,3.311770157,-0.948456667,2.258014444,0.422331131,1.676185556,6.618476667,26.984124444,-2.672042222,-7.067245556,-0.171403333,0.558861111
2026-07-28 20:33:00,62.747800000,-0.572540000,277.230815390,277.331830950,277.344405395,0.886476709,3.984562411,3.309391268,-0.946934444,2.268662222,0.419666687,1.829836667,34.857488889,27.007408889,-2.578332222,-7.061762222,-0.244500000,0.572540000
2026-07-28 20:18:00,42.904072222,-0.566800000,277.307557616,277.481939846,277.434824289,0.886563375,4.032797969,3.257594599,-0.951927778,2.268653333,0.421916687,1.715197778,13.854486667,28.286315556,-2.648987778,-7.064477778,-0.192543333,0.566800000
2026-07-28 20:03:00,56.228220000,-0.568766667,276.947438710,276.980669823,276.947732043,0.881243375,3.979710189,3.258655710,-0.950222222,2.248842222,0.424942242,1.778872222,26.709195556,28.690374444,-2.600728889,-7.061816667,-0.224927778,0.568766667
2026-07-28 19:48:00,65.315444444,-0.568862222,276.802287592,276.820480926,276.785274258,0.872960041,3.984250189,3.245703487,-0.948485556,2.242924444,0.425437798,1.779586667,28.593131111,35.891212222,-2.595612222,-7.062047778,-0.232171111,0.568862222
2026-07-28 19:33:00,65.580836667,-0.570067778,276.666160919,276.578616470,276.539238690,0.881082264,4.007030190,3.241592376,-0.949343333,2.248452222,0.424801131,1.793435556,33.603946667,31.132797778,-2.583663333,-7.061252222,-0.240725556,0.570067778
2026-07-28 19:18:00,66.192060000,-0.583576667,276.504412022,276.469742020,276.385099794,0.883820042,3.979729078,3.254233488,-0.950584444,2.244066667,0.426142242,1.804663333,31.624750000,33.713231111,-2.562945556,-7.063164444,-0.237652222,0.583576667
2026-07-28 19:03:00,63.386638889,-0.797280000,277.291390948,277.301688727,277.188902055,0.877105597,4.016673524,3.271056822,-0.953094444,2.263744444,0.423442242,1.799762222,30.662890000,31.877081111,-2.582561111,-7.066051111,-0.236256667,0.797280000
2026-07-28 18:48:00,70.489020000,2.119084444,277.466367623,277.632719854,277.512788737,0.889427820,3.094953480,3.220446820,-0.609266667,1.999774444,0.305936681,1.687103333,36.348518889,33.062664444,-2.575225556,-6.819257778,-0.125873333,-2.119084444
2026-07-28 18:33:00,65.537293333,4.098643333,277.473893179,277.653209854,277.381684286,0.890897820,3.027477922,3.218299042,-0.584624444,1.980490000,0.297398903,1.602444444,28.673402222,35.846071111,-2.632087778,-6.801542222,-0.094642222,-4.098643333
2026-07-28 18:18:00,75.584742222,10.621088889,277.219727612,277.415392065,277.124708718,0.880731153,3.019109032,3.196944596,-0.582386667,1.967648889,0.298257792,1.614653333,39.506415556,35.046060000,-2.635407778,-6.800065556,-0.113000000,-10.621088889
2026-07-28 18:03:00,56.837342222,13.874691111,277.253334280,277.585523185,277.227556501,0.877681153,4.070747971,3.249571265,-1.034563333,2.274028889,0.450724466,1.485815556,24.135326667,32.250763333,-2.739758889,-6.802544444,-0.069488889,-13.874691111
2026-07-28 17:48:00,75.871978889,20.629245556,276.618239805,276.780537591,276.515845356,0.900677821,4.695759112,3.217443486,-1.284095556,2.438515556,0.528475581,1.496103333,40.849491111,34.810480000,-2.755203333,-6.800316667,-0.103404444,-20.629245556
2026-07-28 17:33:00,54.994577778,29.104001111,276.777270924,276.994472045,276.726043144,0.882576709,3.692411286,3.283233489,-0.842991111,2.175667778,0.378054462,1.335834444,21.179996667,33.321737778,-2.884631111,-6.803994444,-0.053667778,-29.104001111
2026-07-28 17:18:00,85.211092222,35.174891111,276.388018683,276.573605359,276.314343124,0.885344486,3.087371258,3.217166819,-0.574884444,1.987538889,0.291423347,1.377295556,45.832572222,38.576108889,-2.890393333,-6.800562222,-0.108817778,-35.174891111
2026-07-28 17:03:00,46.900117778,40.295826667,277.200510944,277.522874293,277.289282059,0.895071154,3.122077926,3.258036821,-0.577747778,2.018057778,0.288701125,1.204472222,16.979590000,29.293803333,-3.016728889,-6.805480000,-0.033973333,-40.295826667
2026-07-28 16:48:00,86.019013333,37.513550000,274.775910829,275.162505292,275.004463062,0.893132265,3.061034590,3.176400151,-0.567285556,1.961308889,0.291474458,1.370070000,45.465905556,39.750323333,-2.889607778,-6.802906667,-0.107024444,-37.513550000
2026-07-28 16:33:00,63.191956667,44.296583333,274.540904151,274.985957506,274.768701940,0.882117820,3.060482368,3.151383483,-0.566887778,1.949680000,0.293182236,1.217958889,26.185327778,36.355557778,-2.999943333,-6.805275556,-0.054964444,-44.296583333
2026-07-28 16:18:00,88.694515556,84.487571111,274.532838595,274.979508616,274.793393052,0.867648930,3.036975700,3.165191261,-0.567681111,1.943073333,0.294517792,0.883602222,47.013438889,41.365155556,-3.389820000,-6.803570000,-0.077618889,-84.487571111
2026-07-28 16:03:00,87.369518889,166.267198889,275.014436396,275.559787533,275.334203078,0.891714487,3.083353480,3.178074595,-0.570118889,1.969925556,0.291686681,0.092695556,46.383164444,41.463777778,-4.211464444,-6.806890000,-0.014996667,-166.267198889
2026-07-28 15:48:00,60.095898889,179.435182222,276.327186458,276.948953154,276.552790913,0.888383376,3.091967925,3.208606819,-0.576080000,1.989158889,0.291828903,-0.153638889,19.278445556,41.547172222,-4.423877778,-6.811105556,0.058873333,-179.435182222
2026-07-28 15:33:00,88.087146667,178.475883333,275.695427539,276.359973126,275.927686439,0.888643376,3.080665702,3.201915708,-0.570960000,1.979863333,0.290551125,-0.009964444,46.580591111,42.087480000,-4.326330000,-6.806870000,-0.010446667,-178.475883333
2026-07-28 15:18:00,60.999987778,154.967386667,276.092719780,276.741360922,276.290718679,0.886407820,3.068834590,3.190233485,-0.568105556,1.975431111,0.289783347,0.130984444,19.499942222,41.937166667,-4.128832222,-6.809321111,0.034942222,-154.967386667
2026-07-28 15:03:00,88.193075556,207.264918889,275.913385327,276.622973139,276.224972009,0.885382264,3.021091255,3.208705708,-0.581263333,1.966321111,0.298076681,-0.265833333,46.744722222,42.295450000,-4.589670000,-6.806855556,0.008766667,-207.264918889
2026-07-28 14:48:00,73.457587778,218.754686667,276.087662002,276.839528705,276.433102019,0.903572265,3.033526811,3.205655708,-0.598870000,1.975410000,0.305766681,-0.457467778,29.522238889,44.991686667,-4.758986667,-6.810544444,0.060156667,-218.754686667
2026-07-28 14:33:00,78.158208889,193.944638889,276.060445334,276.853825372,276.431866463,0.869307819,3.028643477,3.187297929,-0.593078889,1.959553333,0.304867792,-0.207904444,36.759324444,42.199867778,-4.512307778,-6.809285556,0.027996667,-193.944638889
2026-07-28 14:18:00,81.062725556,220.156030000,276.160723117,276.963419822,276.578630915,0.884142264,3.039353478,3.221475709,-0.603934444,1.976956667,0.307852237,-0.433653333,39.938502222,42.161811111,-4.757242222,-6.810230000,0.040974444,-220.156030000
2026-07-28 14:03:00,74.312458889,194.223990000,276.135860894,276.974888711,276.626116472,0.899542265,3.034059033,3.234675709,-0.580496667,1.983553333,0.294750014,-0.109028889,33.147282222,41.854702222,-4.410195556,-6.809777778,0.027487778,-194.223990000
2026-07-28 13:48:00,88.399218889,229.407653333,276.003885332,276.926589820,276.447278686,0.868537819,3.006604587,3.245462376,-0.556563333,1.969525556,0.284583347,-0.357673333,47.239124444,42.074331111,-4.693384444,-6.809927778,0.014102222,-229.407653333
2026-07-28 13:33:00,87.502035556,214.224635556,275.897068660,276.859827595,276.342439792,0.886757820,3.038480144,3.212219041,-0.597687778,1.973557778,0.305486681,-0.240311111,46.350622222,41.989412222,-4.570685556,-6.810382222,0.006857778,-214.224635556
2026-07-28 13:18:00,59.197238889,230.044776667,276.123577560,277.148195386,276.677404253,0.887084487,8.581553741,3.526112390,-2.343207778,3.598887778,0.459844466,-0.519966667,20.465926667,41.594486667,-4.802566667,-6.814848889,0.076805556,-230.044776667
2026-07-28 13:03:00,74.255563333,223.648744444,275.895240882,276.939340932,276.542634246,0.904195599,21.959429932,3.518267945,-6.358710000,7.303825556,0.870846708,-0.376448889,39.040857778,41.949864444,-4.676651111,-6.812334444,0.038094444,-223.648744444
2026-07-28 12:48:00,82.668987778,214.021065556,275.118666401,275.997053109,275.724891985,0.892043376,22.032616602,3.544855724,-6.338736667,7.303704444,0.868120041,-0.271511111,46.735891111,42.543344444,-4.575337778,-6.811653333,0.014856667,-214.021065556
2026-07-28 12:33:00,57.904477778,202.220796667,274.952396393,275.730105319,275.483117529,0.892992265,22.078379938,3.484043499,-6.351665556,7.292991111,0.871157819,-0.339326667,22.148644444,42.446825556,-4.585527778,-6.815292222,0.071563333,-202.220796667
2026-07-28 12:18:00,81.936991111,207.627018889,274.828321943,275.597273090,275.456307528,0.887148931,22.123221051,3.493006833,-6.365438889,7.303081111,0.871845597,-0.269145556,46.318260000,42.253315556,-4.563594444,-6.812234444,0.022155556,-207.627018889
2026-07-28 12:03:00,81.391093333,126.209660000,274.549853040,275.378358635,275.222616406,0.878152264,22.224142167,3.488060166,-6.395204444,7.321132222,0.873752264,0.516984444,45.880205556,41.389107778,-3.746272222,-6.811945556,-0.038144444,-126.209660000
2026-07-28 11:48:00,57.152405556,118.672700000,274.970870838,275.755484209,275.528988642,0.881195597,22.560359960,3.719991288,-6.595316667,7.488338889,0.880087820,0.422415556,21.765015556,41.560291111,-3.793730000,-6.815126667,0.017337778,-118.672700000
2026-07-28 11:33:00,86.269015556,118.949008889,274.512554150,275.268588630,275.115110845,0.879912264,5.258159139,3.365129049,-1.204167778,2.614672222,0.337010016,0.553070000,45.536452222,41.383661111,-3.720993333,-6.812166667,-0.050818889,-118.949008889
2026-07-28 11:18:00,65.749311111,123.292022222,274.961906393,275.650906426,275.529537531,0.893765598,3.010874587,3.373235716,-0.536916667,2.005133333,0.269818902,0.436097778,24.380390000,41.469740000,-3.799276667,-6.814290000,0.002453333,-123.292022222
2026-07-28 11:03:00,84.537164444,143.226228889,274.694276381,275.412090859,275.255694185,0.891432265,6.430576972,3.326753491,-1.584393333,2.932232222,0.382125574,0.334943333,44.496987778,41.289626667,-3.947656667,-6.812155556,-0.038881111,-143.226228889
2026-07-28 10:48:00,84.315957778,104.930686667,274.678043047,275.439535305,275.266541963,0.886391153,9.196742659,3.376365716,-2.422121111,3.705538889,0.471525578,0.695588889,45.094087778,40.948402222,-3.574670000,-6.812424444,-0.062525556,-104.930686667
2026-07-28 10:33:00,61.696255556,89.816867778,274.843891943,275.715294207,275.519347531,0.888336709,3.061866812,3.351164604,-0.566051111,2.011670000,0.283660013,0.735772222,20.502171111,41.024363333,-3.490042222,-6.815650000,-0.017031111,-89.816867778
2026-07-28 10:18:00,85.293474444,113.424985556,274.766897495,275.493069752,275.360179746,0.886234487,3.068934590,3.337420159,-0.563797778,2.007973333,0.282872236,0.626550000,44.539664444,40.691057778,-3.653134444,-6.812383333,-0.052408889,-113.424985556
2026-07-28 10:03:00,82.896735556,147.527411111,275.093317511,275.753983098,275.611591980,0.888654487,3.035433478,3.303723490,-0.564452222,1.992040000,0.285515569,0.284008889,42.698308889,40.478870000,-4.001265556,-6.814440000,-0.024683333,-147.527411111
2026-07-28 09:48:00,65.263903333,94.659713333,275.106653067,275.748519764,275.557114199,0.883253375,3.048930145,3.347874603,-0.569631111,2.006260000,0.286302236,0.691157778,24.749461111,40.392915556,-3.540010000,-6.814487778,-0.016388889,-94.659713333
2026-07-28 09:33:00,85.122044444,112.536514444,275.040627508,275.801984211,275.546305310,0.883361153,3.004113476,3.310829046,-0.562193333,1.983786667,0.285638902,0.600392222,44.588300000,40.495545556,-3.678083333,-6.813286667,-0.049494444,-112.536514444
2026-07-28 09:18:00,64.621865556,52.976791111,275.089014177,275.857294214,275.547060866,0.890950042,2.996403476,3.330335714,-0.567573333,1.989328889,0.287527791,1.077503333,23.488074444,40.623861111,-3.135767778,-6.813586667,-0.042706667,-52.976791111
2026-07-28 09:03:00,85.042714444,89.983276667,275.305539743,276.020709777,275.763059765,0.891952265,2.968407919,3.309123491,-0.558961111,1.977434444,0.284732236,0.809511111,44.264544444,40.527620000,-3.461662222,-6.811933333,-0.062538889,-89.983276667
2026-07-28 08:48:00,86.333811111,34.316641111,275.044698619,275.728315319,275.463230862,0.883814486,2.935901251,3.274823489,-0.564791111,1.954690000,0.290941125,1.345400000,44.911925556,40.641276667,-2.906322222,-6.810226667,-0.104257778,-34.316641111
2026-07-28 08:33:00,60.334606667,67.951288889,275.846560880,276.437072019,276.274432011,0.886377820,3.009571254,3.313483491,-0.584500000,1.991878889,0.295541125,0.887776667,19.452061111,40.579268889,-3.332563333,-6.814028889,-0.021835556,-67.951288889
2026-07-28 08:18:00,84.292720000,49.094366667,275.499136419,276.085798669,275.892243104,0.872090041,3.012991254,3.310422379,-0.589321111,1.985413333,0.298900014,1.195993333,43.719083333,39.966964444,-3.063448889,-6.809710000,-0.096512222,-49.094366667
2026-07-28 08:03:00,55.721760000,43.006805556,276.210326453,276.841195371,276.547243135,0.886523375,3.002935698,3.348625715,-0.589763333,2.002276667,0.296696681,1.153233333,22.417283333,32.741006667,-3.071050000,-6.812827778,-0.048351111,-43.006805556
2026-07-28 07:48:00,73.248686667,24.004604444,275.363600857,275.904173105,275.762140876,0.880177820,2.987423475,3.316081269,-0.582478889,1.981204444,0.296277792,1.426437778,40.345397778,32.059330000,-2.811666667,-6.810368889,-0.106726667,-24.004604444
2026-07-28 07:33:00,80.070971111,22.939161111,275.131461957,275.765286431,275.608709757,0.883894486,2.986066808,3.313029046,-0.579820000,1.979745556,0.295212236,1.405956667,39.249445556,39.995388889,-2.827732222,-6.811356667,-0.109892222,-22.939161111
2026-07-28 07:18:00,65.849276667,17.290410000,275.617571980,276.207440897,275.878124215,0.892940042,2.956644585,3.212522375,-0.625362222,1.949008889,0.323448904,1.389731111,25.330240000,39.754667778,-2.813842222,-6.812213333,-0.078220000,-17.290410000
2026-07-28 07:03:00,83.971105556,10.415526667,275.599219757,276.158382006,275.937755329,0.878582264,2.967366808,3.243730154,-0.629171111,1.956665556,0.323795571,1.531635556,43.136001111,39.932640000,-2.709471111,-6.809513333,-0.122708889,-10.415526667
2026-07-28 06:48:00,57.776678889,7.162194444,275.704866429,276.138532005,275.966550885,0.874545597,2.941482362,3.258891266,-0.620790000,1.952726667,0.320156682,1.468297778,20.738006667,36.191164444,-2.729036667,-6.827367778,-0.071292222,-7.162194444
2026-07-28 06:33:00,78.547464444,4.240084444,274.792593052,275.205833072,275.127138623,0.880221153,2.930293473,3.253103488,-0.601458889,1.943337778,0.311663348,1.617546667,42.741221111,34.790155556,-2.644915556,-6.879744444,-0.119818889,-4.240084444
2026-07-28 06:18:00,71.101832222,2.767501111,274.902010835,275.417903082,275.333256411,0.879450042,3.097310147,3.266953489,-0.638583333,1.994437778,0.319885571,1.489984444,30.449563333,39.800867778,-2.642538889,-6.668548889,-0.135502222,-2.767501111
2026-07-28 06:03:00,70.010614444,-0.604475556,275.425411971,275.866243103,275.806001989,0.875354486,3.977337967,3.347931270,-0.956953333,2.261692222,0.425588909,1.506062222,32.660793333,36.800712222,-2.576192222,-6.549566667,-0.254157778,0.604475556
2026-07-28 05:48:00,66.271692222,-0.587885556,276.188810896,276.762230923,276.640678695,0.876086708,3.956705743,3.356667937,-0.959010000,2.265626667,0.425723354,1.638895556,36.003743333,29.588063333,-2.372105556,-6.308934444,0.002756667,0.587885556
2026-07-28 05:33:00,38.715873333,-0.577590000,276.379915350,276.848775372,276.801879814,0.880532264,3.976063522,3.309301268,-0.973465556,2.260164444,0.433206687,1.483096667,5.812766667,32.393475556,-2.468414444,-6.312825556,0.076825556,0.577590000
2026-07-28 05:18:00,71.169365556,-0.596255556,274.828719720,275.210124183,275.099518622,0.871063375,3.926411298,3.283973489,-0.971127778,2.223398889,0.439252243,1.670748889,37.849784444,32.619960000,-2.324503333,-6.308450000,-0.032671111,0.596255556
2026-07-28 05:03:00,42.736154444,-0.591840000,275.714310874,276.113033115,275.969888663,0.889626709,3.939107965,3.308462379,-0.970210000,2.245960000,0.434446687,1.548130000,14.589847778,27.568386667,-2.411412222,-6.311307778,0.020223333,0.591840000
2026-07-28 04:48:00,56.740308889,-0.601346667,276.397639795,276.718945366,276.605565360,0.874781153,3.970951300,3.339456825,-0.969556667,2.264335556,0.430708909,1.628920000,28.436844444,27.644101111,-2.368761111,-6.309283333,-0.011764444,0.601346667
2026-07-28 04:33:00,49.673586667,-0.599158889,276.645614251,276.972392044,276.905570930,0.877196708,3.948760188,3.365112382,-0.968220000,2.268184444,0.429277798,1.601773333,21.493327778,27.546705556,-2.381653333,-6.310103333,0.006446667,0.599158889
2026-07-28 04:18:00,49.656425556,-0.599413333,277.034157603,277.387537620,277.318237616,0.880303375,3.981696856,3.398843495,-0.977621111,2.290912222,0.429235576,1.595508889,21.524628889,27.513908889,-2.397582222,-6.309395556,0.006971111,0.599413333
2026-07-28 04:03:00,60.520204444,-0.605414444,276.983727600,277.361148730,277.232338723,0.873358930,4.010916857,3.397834606,-0.972570000,2.296380000,0.426117798,1.652148889,32.239794444,27.600831111,-2.360584444,-6.308136667,-0.019523333,0.605414444
2026-07-28 03:48:00,35.875838889,-0.601936667,277.403464287,277.798992084,277.644159854,0.889681153,3.983141300,3.376885716,-0.973758889,2.290890000,0.427393354,1.530637778,7.669287778,27.649672222,-2.435978889,-6.310842222,0.038165556,0.601936667
2026-07-28 03:33:00,66.778187778,-0.609736667,276.945366488,277.286624282,277.227692056,0.879323375,3.982146856,3.385549050,-0.975892222,2.286290000,0.429386687,1.688630000,38.463872222,27.601577778,-2.340428889,-6.306853333,-0.036061111,0.609736667
2026-07-28 03:18:00,37.084908889,-0.601558889,277.412775399,277.791444305,277.627252075,0.888105598,4.044464637,3.393994606,-0.976471111,2.312152222,0.424824465,1.540732222,8.879015556,27.641632222,-2.425387778,-6.310595556,0.036784444,0.601558889
2026-07-28 03:03:00,60.155386667,-0.609537778,277.071336494,277.399510954,277.359436507,0.884387820,3.972131300,3.403860162,-0.973552222,2.291014444,0.427265576,1.666736667,31.800815556,27.661386667,-2.345201111,-6.307330000,-0.021815556,0.609537778
2026-07-28 02:48:00,51.967042222,-0.605666667,277.206582055,277.594156518,277.471707624,0.896758931,3.985530189,3.359404604,-0.974063333,2.287093333,0.428276687,1.624304444,23.714884444,27.601916667,-2.375412222,-6.308317778,-0.002045556,0.605666667
2026-07-28 02:33:00,42.564971111,-0.602633333,277.285410948,277.671810966,277.557160961,0.885981153,4.007496857,3.413561273,-0.974047778,2.305906667,0.425047798,1.573260000,14.354252222,27.611506667,-2.408776667,-6.309583333,0.021236667,0.602633333
2026-07-28 02:18:00,66.899981111,-0.609331111,276.791958702,277.161165387,277.038577603,0.876332264,3.972407966,3.381144605,-0.968837778,2.280264444,0.427346687,1.701664444,38.572122222,27.595032222,-2.322677778,-6.306385556,-0.038083333,0.609331111
