"DateTime","Inverter power for Inverter 1 (7E159B0C)","Inverter power for Inverter 2 (7E159B09)","Inverter power for Inverter 3 (7E159B0B)","Inverter power for Inverter 4 (7E159B18)","Inverter power for Inverter 5 (7B109052)"
"2026-03-22 17:00:00",2432,2815,2740,3072,0
"2026-03-22 18:00:00",304,357,356,379,0
"2026-03-22 19:00:00",0,0,0,0,0
"2026-03-22 20:00:00",0,0,0,0,0
"2026-03-22 21:00:00",0,0,0,0,0
"2026-03-22 22:00:00",0,0,0,0,0
"2026-03-22 23:00:00",0,0,0,0,0
"2026-03-23 00:00:00",0,0,0,0,0
"2026-03-23 01:00:00",0,0,0,0,0
"2026-03-23 02:00:00",0,0,0,0,0
"2026-03-23 03:00:00",0,0,0,0,0
"2026-03-23 04:00:00",0,0,0,0,0
"2026-03-23 05:00:00",0,0,0,0,0
"2026-03-23 06:00:00",67,102,103,109,0
"2026-03-23 07:00:00",872,1103,1084,1095,0
"2026-03-23 08:00:00",2597,3240,3153,3179,0
"2026-03-23 09:00:00",3228,3898,3810,3902,0
"2026-03-23 10:00:00",4815,5737,5609,5761,0
"2026-03-23 11:00:00",4612,5379,5214,5463,0
"2026-03-23 12:00:00",3123,3717,3651,3748,0
"2026-03-23 13:00:00",3092,3669,3608,3715,0
"2026-03-23 14:00:00",4511,5426,5295,5469,0
"2026-03-23 15:00:00",5156,6346,6241,6442,0
"2026-03-23 16:00:00",1618,2021,1967,2027,0
"2026-03-23 17:00:00",618,780,768,739,0
"2026-03-23 18:00:00",65,76,75,80,0
"2026-03-23 19:00:00",0,0,0,0,0
"2026-03-23 20:00:00",0,0,0,0,0
"2026-03-23 21:00:00",0,0,0,0,0
"2026-03-23 22:00:00",0,0,0,0,0
"2026-03-23 23:00:00",0,0,0,0,0
"2026-03-24 00:00:00",0,0,0,0,0
"2026-03-24 01:00:00",0,0,0,0,0
"2026-03-24 02:00:00",0,0,0,0,0
"2026-03-24 03:00:00",0,0,0,0,0
"2026-03-24 04:00:00",0,0,0,0,0
"2026-03-24 05:00:00",0,0,0,0,0
"2026-03-24 06:00:00",53,71,65,72,0
"2026-03-24 07:00:00",1362,1756,1691,1531,0
"2026-03-24 08:00:00",5015,6155,5965,5642,0
"2026-03-24 09:00:00",7960,9564,9334,9176,0
"2026-03-24 10:00:00",10236,12074,11860,11903,0
"2026-03-24 11:00:00",11255,11254,12075,12583,0
"2026-03-24 12:00:00",12030,14155,13528,14063,0
"2026-03-24 13:00:00",11739,13501,13341,13824,0
"2026-03-24 14:00:00",10533,12111,11952,12546,0
"2026-03-24 15:00:00",8523,9786,9601,10305,0
"2026-03-24 16:00:00",5750,6653,6488,7243,0
"2026-03-24 17:00:00",2467,2837,2730,3350,0
"2026-03-24 18:00:00",259,270,291,376,0
"2026-03-24 19:00:00",0,0,0,0,0
"2026-03-24 20:00:00",0,0,0,0,0
"2026-03-24 21:00:00",0,0,0,0,0
"2026-03-24 22:00:00",0,0,0,0,0
"2026-03-24 23:00:00",0,0,0,0,0
"2026-03-25 00:00:00",0,0,0,0,0
"2026-03-25 01:00:00",0,0,0,0,0
"2026-03-25 02:00:00",0,0,0,0,0
"2026-03-25 03:00:00",0,0,0,0,0
"2026-03-25 04:00:00",0,0,0,0,0
"2026-03-25 05:00:00",0,0,0,0,0
"2026-03-25 06:00:00",70,98,122,92,0
"2026-03-25 07:00:00",2090,2678,2545,2444,0
"2026-03-25 08:00:00",5146,6315,6105,5747,0
"2026-03-25 09:00:00",8195,9791,9557,9426,0
"2026-03-25 10:00:00",9863,11245,11055,11196,0
"2026-03-25 11:00:00",11414,13224,13105,13268,0
"2026-03-25 12:00:00",11865,13633,13499,13805,0
"2026-03-25 13:00:00",11529,13188,13055,13538,0
"2026-03-25 14:00:00",10383,11882,11769,12331,0
"2026-03-25 15:00:00",8411,9696,9543,10223,0
"2026-03-25 16:00:00",5707,6633,6495,7232,0
"2026-03-25 17:00:00",2621,3049,2952,3541,0
"2026-03-25 18:00:00",324,392,393,492,0
"2026-03-25 19:00:00",0,0,0,0,0
"2026-03-25 20:00:00",0,0,0,0,0
"2026-03-25 21:00:00",0,0,0,0,0
"2026-03-25 22:00:00",0,0,0,0,0
"2026-03-25 23:00:00",0,0,0,0,0
"2026-03-26 00:00:00",0,0,0,0,0
"2026-03-26 01:00:00",0,0,0,0,0
"2026-03-26 02:00:00",0,0,0,0,0
"2026-03-26 03:00:00",0,0,0,0,0
"2026-03-26 04:00:00",0,0,0,0,0
"2026-03-26 05:00:00",0,0,0,0,0
"2026-03-26 06:00:00",74,68,123,63,0
"2026-03-26 07:00:00",1444,1943,1823,1673,0
"2026-03-26 08:00:00",4568,6229,6073,5720,0
"2026-03-26 09:00:00",7909,9444,9259,9085,0
"2026-03-26 10:00:00",10122,11894,11774,11708,0
"2026-03-26 11:00:00",11271,13211,13148,13194,0
"2026-03-26 12:00:00",12387,14323,14246,14504,0
"2026-03-26 13:00:00",11698,13514,13441,13805,0
"2026-03-26 14:00:00",7889,9113,8905,9613,0
"2026-03-26 15:00:00",6194,7020,6953,7474,0
"2026-03-26 16:00:00",5318,6354,6233,6845,0
"2026-03-26 17:00:00",2236,2563,2492,2891,0
"2026-03-26 18:00:00",313,377,374,463,0
"2026-03-26 19:00:00",0,0,0,0,0
"2026-03-26 20:00:00",0,0,0,0,0
"2026-03-26 21:00:00",0,0,0,0,0
"2026-03-26 22:00:00",0,0,0,0,0
"2026-03-26 23:00:00",0,0,0,0,0
