"DateTime","Inverter power for Inverter 1 (7E159B0C)","Inverter power for Inverter 2 (7E159B09)","Inverter power for Inverter 3 (7E159B0B)","Inverter power for Inverter 4 (7E159B18)","Inverter power for Inverter 5 (7B109052)"
"2026-07-24 00:00:00",0,0,0,0,0
"2026-07-24 01:00:00",0,0,0,0,0
"2026-07-24 02:00:00",0,0,0,0,0
"2026-07-24 03:00:00",0,0,0,0,0
"2026-07-24 04:00:00",0,0,0,0,0
"2026-07-24 05:00:00",0,0,0,0,0
"2026-07-24 06:00:00",157,217,215,192,179
"2026-07-24 07:00:00",942,1185,1157,1129,1196
"2026-07-24 08:00:00",3317,4197,4158,3969,4342
"2026-07-24 09:00:00",4334,5543,5478,5298,5789
"2026-07-24 10:00:00",5044,6067,6043,5967,6319
"2026-07-24 11:00:00",5380,6711,6726,6670,7392
"2026-07-24 12:00:00",5721,7155,7490,7264,8198
"2026-07-24 13:00:00",7095,8236,8137,8342,8484
"2026-07-24 14:00:00",7059,8840,8920,8953,9296
"2026-07-24 15:00:00",7201,8877,8798,9113,9461
"2026-07-24 16:00:00",3540,4157,4060,4303,4489
"2026-07-24 17:00:00",1547,1840,1788,1905,1999
"2026-07-24 18:00:00",492,613,600,679,708
"2026-07-24 19:00:00",51,76,58,11,1
"2026-07-24 20:00:00",0,0,0,0,0
"2026-07-24 21:00:00",0,0,0,0,0
"2026-07-24 22:00:00",0,0,0,0,0
"2026-07-24 23:00:00",0,0,0,0,0
"2026-07-25 00:00:00",0,0,0,0,0
"2026-07-25 01:00:00",0,0,0,0,0
"2026-07-25 02:00:00",0,0,0,0,0
"2026-07-25 03:00:00",0,0,0,0,0
"2026-07-25 04:00:00",0,0,0,0,0
"2026-07-25 05:00:00",0,0,0,0,0
"2026-07-25 06:00:00",85,118,118,119,109
"2026-07-25 07:00:00",2754,3495,3371,3005,3192
"2026-07-25 08:00:00",3249,4243,4134,3961,4178
"2026-07-25 09:00:00",5879,7193,6895,7044,7302
"2026-07-25 10:00:00",10075,13665,13331,13060,13722
"2026-07-25 11:00:00",9834,12147,12041,11845,12301
"2026-07-25 12:00:00",10445,13941,14040,13965,14396
"2026-07-25 13:00:00",10996,13562,13247,13708,14094
"2026-07-25 14:00:00",11299,11087,10938,11531,11812
"2026-07-25 15:00:00",8255,9115,9053,9657,10091
"2026-07-25 16:00:00",6365,7609,7513,8058,8366
"2026-07-25 17:00:00",3600,4058,4345,4872,5115
"2026-07-25 18:00:00",1208,1582,1549,1816,1906
"2026-07-25 19:00:00",20,82,72,59,26
"2026-07-25 20:00:00",0,0,0,0,0
"2026-07-25 21:00:00",0,0,0,0,0
"2026-07-25 22:00:00",0,0,0,0,0
"2026-07-25 23:00:00",0,0,0,0,0
"2026-07-26 00:00:00",0,0,0,0,0
"2026-07-26 01:00:00",0,0,0,0,0
"2026-07-26 02:00:00",0,0,0,0,0
"2026-07-26 03:00:00",0,0,0,0,0
"2026-07-26 04:00:00",0,0,0,0,0
"2026-07-26 05:00:00",0,0,0,0,0
"2026-07-26 06:00:00",193,241,245,246,254
"2026-07-26 07:00:00",1078,1329,1300,1286,1364
"2026-07-26 08:00:00",2575,3220,3131,3141,3304
"2026-07-26 09:00:00",5794,7225,7098,7047,7203
"2026-07-26 10:00:00",10528,12251,12125,12071,12423
"2026-07-26 11:00:00",11499,13541,13402,13479,13896
"2026-07-26 12:00:00",12064,12925,13717,14015,14520
"2026-07-26 13:00:00",9033,10281,10333,10452,11102
"2026-07-26 14:00:00",7519,8948,8829,8488,9676
"2026-07-26 15:00:00",7615,8389,9132,9512,9578
"2026-07-26 16:00:00",3744,4569,4501,4627,4814
"2026-07-26 17:00:00",1564,1930,1720,1931,2028
"2026-07-26 18:00:00",242,312,313,324,313
"2026-07-26 19:00:00",1,19,25,10,0
"2026-07-26 20:00:00",0,0,0,0,0
"2026-07-26 21:00:00",0,0,0,0,0
"2026-07-26 22:00:00",0,0,0,0,0
"2026-07-26 23:00:00",0,0,0,0,0
"2026-07-27 00:00:00",0,0,0,0,0
"2026-07-27 01:00:00",0,0,0,0,0
"2026-07-27 02:00:00",0,0,0,0,0
"2026-07-27 03:00:00",0,0,0,0,0
"2026-07-27 04:00:00",0,0,0,0,0
"2026-07-27 05:00:00",0,0,0,0,0
"2026-07-27 06:00:00",192,243,233,240,241
"2026-07-27 07:00:00",1720,2098,2023,1994,2110
"2026-07-27 08:00:00",3705,4452,4386,4247,4337
"2026-07-27 09:00:00",8922,11124,10763,10713,11260
"2026-07-27 10:00:00",9835,11881,11751,11412,11875
"2026-07-27 11:00:00",10426,12364,12268,12232,12754
"2026-07-27 12:00:00",10437,12099,11943,11851,12343
"2026-07-27 13:00:00",11371,13154,12917,13221,13788
"2026-07-27 14:00:00",8030,9204,8855,9395,9749
"2026-07-27 15:00:00",6262,7359,7255,7431,7140
"2026-07-27 16:00:00",2695,3220,3151,3240,3399
"2026-07-27 17:00:00",1175,1463,1435,1462,1538
"2026-07-27 18:00:00",225,297,296,299,313
"2026-07-27 19:00:00",0,30,44,31,0
"2026-07-27 20:00:00",0,0,0,0,0
"2026-07-27 21:00:00",0,0,0,0,0
"2026-07-27 22:00:00",0,0,0,0,0
"2026-07-27 23:00:00",0,0,0,0,0
"2026-07-28 00:00:00",0,0,0,0,0
"2026-07-28 01:00:00",0,0,0,0,0
"2026-07-28 02:00:00",0,0,0,0,0
"2026-07-28 03:00:00",0,0,0,0,0
"2026-07-28 04:00:00",0,0,0,0,0
"2026-07-28 05:00:00",0,0,0,0,0
"2026-07-28 06:00:00",189,269,274,261,270
"2026-07-28 07:00:00",812,1080,1066,1031,1090
"2026-07-28 08:00:00",2309,2961,2986,2811,3006
"2026-07-28 09:00:00",4891,6146,5989,5791,6286
"2026-07-28 10:00:00",5245,6309,6170,6339,6485
"2026-07-28 11:00:00",6313,7613,6854,7454,7922
"2026-07-28 12:00:00",11343,12729,12784,13353,13347
"2026-07-28 13:00:00",12244,14591,14511,14483,15033
"2026-07-28 14:00:00",9740,11092,10991,10638,11887
"2026-07-28 15:00:00",9338,10828,10702,11215,11597
"2026-07-28 16:00:00",5772,6599,6393,7051,7057
"2026-07-28 17:00:00",1723,2124,2104,2145,2241
"2026-07-28 18:00:00",389,518,501,517,535
"2026-07-28 19:00:00",19,38,77,60,2
"2026-07-28 20:00:00",0,0,0,0,0
"2026-07-28 21:00:00",0,0,0,0,0
"2026-07-28 22:00:00",0,0,0,0,0
"2026-07-28 23:00:00",0,0,0,0,0
"2026-07-29 00:00:00",0,0,0,0,0
"2026-07-29 01:00:00",0,0,0,0,0
"2026-07-29 02:00:00",0,0,0,0,0
"2026-07-29 03:00:00",0,0,0,0,0
"2026-07-29 04:00:00",0,0,0,0,0
"2026-07-29 05:00:00",0,0,0,0,0
"2026-07-29 06:00:00",185,241,248,236,229
