"DateTime","Inverter power for Inverter 1 (7E159B0C)","Inverter power for Inverter 2 (7E159B09)","Inverter power for Inverter 3 (7E159B0B)","Inverter power for Inverter 4 (7E159B18)","Inverter power for Inverter 5 (7B109052)"
"2026-05-15 00:00:00",0,0,0,0,0
"2026-05-15 01:00:00",0,0,0,0,0
"2026-05-15 02:00:00",0,0,0,0,0
"2026-05-15 03:00:00",0,0,0,0,0
"2026-05-15 04:00:00",0,0,0,0,0
"2026-05-15 05:00:00",0,0,0,0,0
"2026-05-15 06:00:00",437,588,579,541,0
"2026-05-15 07:00:00",2547,3140,3039,2917,0
"2026-05-15 08:00:00",4378,5499,5395,5282,0
"2026-05-15 09:00:00",5227,6251,6094,6166,0
"2026-05-15 10:00:00",7700,9076,8942,9018,0
"2026-05-15 11:00:00",4809,5538,5351,5563,0
"2026-05-15 12:00:00",6326,8148,7941,7631,0
"2026-05-15 13:00:00",1945,2380,2321,2385,0
"2026-05-15 14:00:00",294,371,357,357,0
"2026-05-15 15:00:00",34,84,86,77,0
"2026-05-15 16:00:00",40,60,73,53,0
"2026-05-15 17:00:00",84,110,96,100,0
"2026-05-15 18:00:00",20,23,40,25,0
"2026-05-15 19:00:00",0,0,0,0,0
"2026-05-15 20:00:00",0,0,0,0,0
"2026-05-15 21:00:00",0,0,0,0,0
"2026-05-15 22:00:00",0,0,0,0,0
"2026-05-15 23:00:00",0,0,0,0,0
"2026-05-16 00:00:00",0,0,0,0,0
"2026-05-16 01:00:00",0,0,0,0,0
"2026-05-16 02:00:00",0,0,0,0,0
"2026-05-16 03:00:00",0,0,0,0,0
"2026-05-16 04:00:00",0,0,0,0,0
"2026-05-16 05:00:00",0,0,0,0,0
"2026-05-16 06:00:00",276,378,372,361,0
"2026-05-16 07:00:00",2767,3526,3423,3220,0
"2026-05-16 08:00:00",6005,7406,7149,7109,0
"2026-05-16 09:00:00",5917,7535,7784,7587,0
"2026-05-16 10:00:00",8617,10076,9906,10040,0
"2026-05-16 11:00:00",11317,13150,12996,13197,0
"2026-05-16 12:00:00",11171,12921,12786,13138,0
"2026-05-16 13:00:00",9343,11317,11101,11621,0
"2026-05-16 14:00:00",10110,11784,11654,12204,0
"2026-05-16 15:00:00",8239,9597,9520,10125,0
"2026-05-16 16:00:00",5602,6598,6499,7111,0
"2026-05-16 17:00:00",2821,3410,3331,3869,0
"2026-05-16 18:00:00",524,692,679,788,0
"2026-05-16 19:00:00",0,0,0,0,0
"2026-05-16 20:00:00",0,0,0,0,0
"2026-05-16 21:00:00",0,0,0,0,0
"2026-05-16 22:00:00",0,0,0,0,0
"2026-05-16 23:00:00",0,0,0,0,0
"2026-05-17 00:00:00",0,0,0,0,0
"2026-05-17 01:00:00",0,0,0,0,0
"2026-05-17 02:00:00",0,0,0,0,0
"2026-05-17 03:00:00",0,0,0,0,0
"2026-05-17 04:00:00",0,0,0,0,0
"2026-05-17 05:00:00",0,68,54,40,0
"2026-05-17 06:00:00",415,556,520,515,0
"2026-05-17 07:00:00",3240,4196,4049,3738,0
"2026-05-17 08:00:00",6173,7611,7420,7179,0
"2026-05-17 09:00:00",8457,10067,9943,9858,0
"2026-05-17 10:00:00",9960,11612,11422,11590,0
"2026-05-17 11:00:00",5700,6711,6612,6653,0
"2026-05-17 12:00:00",5151,6538,6491,6747,0
"2026-05-17 13:00:00",10844,12541,12500,12738,0
"2026-05-17 14:00:00",9614,11194,11078,11639,0
"2026-05-17 15:00:00",7668,8998,8895,9476,0
"2026-05-17 16:00:00",4944,5890,5798,6327,0
"2026-05-17 17:00:00",2489,2970,2890,3305,0
"2026-05-17 18:00:00",452,595,573,675,0
"2026-05-17 19:00:00",36,13,73,50,0
"2026-05-17 20:00:00",0,0,0,0,0
"2026-05-17 21:00:00",0,0,0,0,0
"2026-05-17 22:00:00",0,0,0,0,0
"2026-05-17 23:00:00",0,0,0,0,0
"2026-05-18 00:00:00",0,0,0,0,0
"2026-05-18 01:00:00",0,0,0,0,0
"2026-05-18 02:00:00",0,0,0,0,0
"2026-05-18 03:00:00",0,0,0,0,0
"2026-05-18 04:00:00",0,0,0,0,0
"2026-05-18 05:00:00",0,0,0,0,0
"2026-05-18 06:00:00",253,337,348,330,0
"2026-05-18 07:00:00",1172,1801,1756,1697,0
"2026-05-18 08:00:00",3766,4729,4713,4447,0
"2026-05-18 09:00:00",4940,6105,6399,5883,0
"2026-05-18 10:00:00",4999,5850,5747,5891,0
"2026-05-18 11:00:00",6077,7166,7091,7291,0
"2026-05-18 12:00:00",7611,8426,8597,8932,0
"2026-05-18 13:00:00",11372,13040,13043,13223,0
"2026-05-18 14:00:00",10515,11765,11912,12126,0
"2026-05-18 15:00:00",7819,9248,9043,9569,0
"2026-05-18 16:00:00",4808,6101,5895,6523,0
"2026-05-18 17:00:00",3130,3732,3657,4248,0
"2026-05-18 18:00:00",548,715,687,887,0
"2026-05-18 19:00:00",0,0,0,0,0
"2026-05-18 20:00:00",0,0,0,0,0
"2026-05-18 21:00:00",0,0,0,0,0
"2026-05-18 22:00:00",0,0,0,0,0
"2026-05-18 23:00:00",0,0,0,0,0
"2026-05-19 00:00:00",0,0,0,0,0
"2026-05-19 01:00:00",0,0,0,0,0
"2026-05-19 02:00:00",0,0,0,0,0
"2026-05-19 03:00:00",0,0,0,0,0
"2026-05-19 04:00:00",0,0,0,0,0
"2026-05-19 05:00:00",0,0,0,0,0
"2026-05-19 06:00:00",223,309,299,303,0
"2026-05-19 07:00:00",1572,2038,1977,1948,0
"2026-05-19 08:00:00",5573,6569,6454,6273,0
"2026-05-19 09:00:00",6532,7947,7593,7145,0
"2026-05-19 10:00:00",11223,13156,13050,12482,0
"2026-05-19 11:00:00",10865,12425,12219,12603,0
"2026-05-19 12:00:00",11687,13478,13416,13776,0
"2026-05-19 13:00:00",10020,11398,11396,11777,0
"2026-05-19 14:00:00",11359,13548,13426,14045,0
"2026-05-19 15:00:00",6182,7454,7456,7792,0
"2026-05-19 16:00:00",4642,5627,5403,5879,0
"2026-05-19 17:00:00",3235,3764,3668,4163,0
"2026-05-19 18:00:00",638,812,787,967,0
"2026-05-19 19:00:00",0,0,0,88,0
"2026-05-19 20:00:00",0,0,0,0,0
"2026-05-19 21:00:00",0,0,0,0,0
"2026-05-19 22:00:00",0,0,0,0,0
"2026-05-19 23:00:00",0,0,0,0,0
"2026-05-20 00:00:00",0,0,0,0,0
"2026-05-20 01:00:00",0,0,0,0,0
"2026-05-20 02:00:00",0,0,0,0,0
"2026-05-20 03:00:00",0,0,0,0,0
"2026-05-20 04:00:00",0,0,0,0,0
"2026-05-20 05:00:00",0,0,0,0,0
"2026-05-20 06:00:00",241,345,325,308,0
"2026-05-20 07:00:00",1657,2156,2063,1973,0
"2026-05-20 08:00:00",3192,3882,4078,3759,0
"2026-05-20 09:00:00",7378,8817,7463,8574,0
"2026-05-20 10:00:00",9302,10947,11385,11179,0
"2026-05-20 11:00:00",10220,12034,12197,12309,0
"2026-05-20 12:00:00",7469,8925,8605,8997,0
"2026-05-20 13:00:00",6908,8212,8478,8267,0
"2026-05-20 14:00:00",5148,5279,5915,6131,0
"2026-05-20 15:00:00",4720,5607,5629,5927,0
"2026-05-20 16:00:00",4370,5012,5120,5320,0
"2026-05-20 17:00:00",1569,1912,1852,2007,0
"2026-05-20 18:00:00",269,336,337,358,0
"2026-05-20 19:00:00",0,0,0,0,0
"2026-05-20 20:00:00",0,0,0,0,0
"2026-05-20 21:00:00",0,0,0,0,0
"2026-05-20 22:00:00",0,0,0,0,0
"2026-05-20 23:00:00",0,0,0,0,0
"2026-05-21 00:00:00",0,0,0,0,0
"2026-05-21 01:00:00",0,0,0,0,0
"2026-05-21 02:00:00",0,0,0,0,0
"2026-05-21 03:00:00",0,0,0,0,0
"2026-05-21 04:00:00",0,0,0,0,0
"2026-05-21 05:00:00",0,0,0,0,0
"2026-05-21 06:00:00",220,276,274,269,0
"2026-05-21 07:00:00",1226,1512,1488,1488,0
"2026-05-21 08:00:00",1998,2536,2461,2550,0
"2026-05-21 09:00:00",5243,6330,6196,6202,0
"2026-05-21 10:00:00",5438,6474,6367,6433,0
"2026-05-21 11:00:00",6272,7061,6985,7187,0
"2026-05-21 12:00:00",6943,8361,8058,8234,0
"2026-05-21 13:00:00",6180,7177,6994,7306,0
"2026-05-21 14:00:00",6375,7271,7220,7362,0
"2026-05-21 15:00:00",1767,2174,2108,2186,0
"2026-05-21 16:00:00",1230,1527,1489,1525,0
"2026-05-21 17:00:00",525,676,661,674,0
"2026-05-21 18:00:00",136,181,170,181,0
"2026-05-21 19:00:00",0,0,0,0,0
"2026-05-21 20:00:00",0,0,0,0,0
"2026-05-21 21:00:00",0,0,0,0,0
"2026-05-21 22:00:00",0,0,0,0,0
"2026-05-21 23:00:00",0,0,0,0,0
