"DateTime","Inverter power for Inverter 1 (7E159B0C)","Inverter power for Inverter 2 (7E159B09)","Inverter power for Inverter 3 (7E159B0B)","Inverter power for Inverter 4 (7E159B18)","Inverter power for Inverter 5 (7B109052)"
"2026-05-13 16:00:00",4616,5451,5323,5828,0
"2026-05-13 17:00:00",1980,2397,2360,2624,0
"2026-05-13 18:00:00",201,287,284,288,0
"2026-05-13 19:00:00",0,0,0,0,0
"2026-05-13 20:00:00",0,0,0,0,0
"2026-05-13 21:00:00",0,0,0,0,0
"2026-05-13 22:00:00",0,0,0,0,0
"2026-05-13 23:00:00",0,0,0,0,0
"2026-05-14 00:00:00",0,0,0,0,0
"2026-05-14 01:00:00",0,0,0,0,0
"2026-05-14 02:00:00",0,0,0,0,0
"2026-05-14 03:00:00",0,0,0,0,0
"2026-05-14 04:00:00",0,0,0,0,0
"2026-05-14 05:00:00",0,0,0,0,0
"2026-05-14 06:00:00",432,545,528,535,0
"2026-05-14 07:00:00",1220,1608,1561,1555,0
"2026-05-14 08:00:00",3669,4722,4661,4559,0
"2026-05-14 09:00:00",5298,6408,6214,6282,0
"2026-05-14 10:00:00",7468,9061,8894,8977,0
"2026-05-14 11:00:00",11196,12873,12727,12870,0
"2026-05-14 12:00:00",12135,14172,14090,14354,0
"2026-05-14 13:00:00",10433,12299,12124,12547,0
"2026-05-14 14:00:00",10755,12240,12238,12664,0
"2026-05-14 15:00:00",7936,9145,8163,9604,0
"2026-05-14 16:00:00",4303,4994,4905,5304,0
"2026-05-14 17:00:00",2653,3152,2787,3417,0
"2026-05-14 18:00:00",114,173,189,177,0
"2026-05-14 19:00:00",0,0,0,0,0
"2026-05-14 20:00:00",0,0,0,0,0
"2026-05-14 21:00:00",0,0,0,0,0
"2026-05-14 22:00:00",0,0,0,0,0
"2026-05-14 23:00:00",0,0,0,0,0
