"Date & Time","Usage [kW]","Generation [kW]","L1 Voltage [V]","L2 Voltage [V]","L3 Voltage [V]","CT1 Amperage [A]","CT2 Amperage [A]","CT3 Amperage [A]","System 1 [kW]","System 1+ [kW]","System 1* [kVA]","System 2 [kW]","System 2+ [kW]","System 2* [kVA]","System 1 Power Factor []","System 2 Power Factor []","CT4 Amperage [A]","CT5 Amperage [A]","CT6 Amperage [A]"
2026-08-04 03:00:00,0.000000000,-1.186978889,277.684218750,277.331284722,277.483003472,26.939674479,26.979756944,27.165529514,-0.529036667,0.089210000,22.493782222,-0.657942222,0.047282222,24.743720000,0.039596668,0.031565556,29.646549479,29.672476128,29.872135417
2026-08-04 02:45:00,0.000000000,0.753060000,277.461475694,277.066527778,277.183611111,2.941799045,3.953949110,4.309991319,0.436596667,0.436596667,3.106406667,0.316463333,0.316463333,2.915618889,0.140548893,0.108921119,3.407925618,3.561866862,3.546913520
2026-08-04 02:30:00,0.000000000,0.761541111,276.660572917,276.172586806,276.333142361,2.908816732,3.951899143,4.298483615,0.438420000,0.438420000,3.083972222,0.323121111,0.323121111,2.858496667,0.142158898,0.113038898,3.344513618,3.506246745,3.491671278
2026-08-04 02:15:00,0.000000000,0.745914444,275.773559028,275.368159722,275.469479167,2.910392253,3.902745768,4.279953613,0.429406667,0.429406667,3.056302222,0.316507778,0.316507778,2.838972222,0.140498895,0.111486672,3.337626953,3.496722276,3.469186740
2026-08-04 02:00:00,0.000000000,0.746731111,276.009913194,275.564427083,275.727934028,2.911702474,3.897667914,4.268645833,0.434347778,0.434347778,3.054700000,0.312383333,0.312383333,2.839487778,0.142188899,0.110013334,3.337191298,3.491765679,3.467843424
2026-08-04 01:45:00,0.000000000,0.752927778,276.671388889,276.222847222,276.446840278,2.901891276,3.909172363,4.279276801,0.437873333,0.437873333,3.065667778,0.315054444,0.315054444,2.847030000,0.142831116,0.110662231,3.330352376,3.493946940,3.474454481
2026-08-04 01:30:00,0.000000000,0.750330000,277.042031250,276.672465278,276.809947917,2.907260200,3.909224718,4.279549154,0.436661111,0.436661111,3.071626667,0.313668889,0.313668889,2.852671111,0.142158898,0.109956674,3.335534668,3.495451389,3.473456760
2026-08-04 01:15:00,0.000000000,0.747636667,277.324774306,276.957326389,277.073246528,2.907868924,3.907457954,4.279461263,0.436067778,0.436067778,3.074352222,0.311568889,0.311568889,2.858251111,0.141840007,0.109005559,3.344324544,3.492095812,3.477886827
2026-08-04 01:00:00,0.000000000,0.741507778,277.527274306,277.218489583,277.293350694,2.907651367,3.908324653,4.268049045,0.433857778,0.433857778,3.073918889,0.307650000,0.307650000,2.864782222,0.141142231,0.107390001,3.352366808,3.493700087,3.483286947
2026-08-04 00:45:00,0.000000000,0.743883333,277.545190972,277.222447917,277.271267361,2.908369141,3.906794705,4.266766764,0.435352222,0.435352222,3.073303333,0.308531111,0.308531111,2.864225556,0.141655562,0.107717785,3.352494575,3.493110080,3.481756727
2026-08-04 00:30:00,0.000000000,0.742338889,277.600625000,277.283663194,277.327916667,2.917576769,3.900756836,4.272704536,0.433332222,0.433332222,3.076472222,0.309006667,0.309006667,2.864161111,0.140853339,0.107886675,3.350025770,3.493553602,3.481415744
2026-08-04 00:15:00,0.000000000,0.741172222,277.628107639,277.326562500,277.362586806,2.916003418,3.900677897,4.271982422,0.433027778,0.433027778,3.076217778,0.308144444,0.308144444,2.863355556,0.140765559,0.107617781,3.349523383,3.491250271,3.479971246
2026-08-04 00:00:00,0.000000000,0.742686667,277.627604167,277.264479167,277.381440972,2.916854655,3.897618001,4.272640245,0.435344444,0.435344444,3.075613333,0.307342222,0.307342222,2.863034444,0.141546673,0.107348896,3.346937934,3.492614475,3.480590278
2026-08-03 23:45:00,0.000000000,0.750015556,277.646510417,277.319722222,277.423715278,2.914984538,3.932366808,4.281640082,0.442166667,0.442166667,3.087682222,0.307848889,0.307848889,2.863545556,0.143200005,0.107506671,3.347983398,3.485692274,3.486888021
2026-08-03 23:30:00,0.000000000,0.744916667,277.508628472,277.111892361,277.236406250,2.916141222,3.919913466,4.275091417,0.439781111,0.439781111,3.080733333,0.305135556,0.305135556,2.862237778,0.142746667,0.106606674,3.356441243,3.482562391,3.483444553
2026-08-03 23:15:00,0.000000000,0.746345556,277.858020833,277.500989583,277.610729167,2.925125597,3.934877930,4.278543566,0.441471111,0.441471111,3.092476667,0.304874444,0.304874444,2.870928889,0.142753347,0.106193339,3.362161187,3.485584581,3.492153592
2026-08-03 23:00:00,0.000000000,0.754528889,279.039635417,278.660399306,278.734357639,2.939623481,3.947415636,4.287045627,0.448651111,0.448651111,3.115208889,0.305877778,0.305877778,2.891597778,0.144020013,0.105780004,3.374541287,3.492705621,3.504011230
2026-08-03 22:45:00,0.000000000,0.749513333,278.937135417,278.578038194,278.612500000,2.947331272,3.936429036,4.278129069,0.445918889,0.445918889,3.110665556,0.303594444,0.303594444,2.889228889,0.143349999,0.105080007,3.375147841,3.489879015,3.501537815
2026-08-03 22:30:00,0.000000000,0.733644444,278.728472222,278.368645833,278.447916667,2.958345812,3.901494683,4.267881402,0.433918889,0.433918889,3.099011111,0.299725556,0.299725556,2.884507778,0.140017785,0.103908895,3.376799045,3.487226834,3.492812500
2026-08-03 22:15:00,0.000000000,0.741485556,278.606302083,278.250798611,278.364079861,2.957460124,3.920904677,4.259915636,0.443515556,0.443515556,3.100785556,0.297970000,0.297970000,2.882916667,0.143033346,0.103356671,3.375165744,3.482529026,3.497437880
